Date,Open,High,Low,Close,Volume
2021-04-30,131.77999877929688,133.55999755859375,131.07000732421875,129.20675659179688,109839500
2021-05-03,132.0399932861328,134.07000732421875,131.8300018310547,130.26821899414062,75135100
2021-05-04,131.19000244140625,131.49000549316406,126.69999694824219,125.65863037109375,137564700
2021-05-05,129.1999969482422,130.4499969482422,127.97000122070312,125.90435028076172,84000900
2021-05-06,127.88999938964844,129.75,127.12999725341797,127.51624298095703,78128300
2021-05-07,130.85000610351562,131.25999450683594,129.47999572753906,128.19552612304688,78973300
2021-05-10,129.41000366210938,129.5399932861328,126.80999755859375,124.88753509521484,88071200
2021-05-11,123.5,126.2699966430664,122.7699966430664,123.96206665039062,126142800
2021-05-12,123.4000015258789,124.63999938964844,122.25,120.87065124511719,112172300
2021-05-13,124.58000183105469,126.1500015258789,124.26000213623047,123.03662109375,105861300
2021-05-14,126.25,127.88999938964844,125.8499984741211,125.47826385498047,81918000
2021-05-17,126.81999969482422,126.93000030517578,125.16999816894531,124.31648254394531,74244600
2021-05-18,126.55999755859375,126.98999786376953,124.77999877929688,122.91846466064453,63342900
2021-05-19,123.16000366210938,124.91999816894531,122.86000061035156,122.76094055175781,92612000
2021-05-20,125.2300033569336,127.72000122070312,125.0999984741211,125.34040832519531,76857100
2021-05-21,127.81999969482422,128.0,125.20999908447266,123.489501953125,79295400
2021-05-24,126.01000213623047,127.94000244140625,125.94000244140625,125.13365936279297,63092900
2021-05-25,127.81999969482422,128.32000732421875,126.31999969482422,124.93675994873047,72009500
2021-05-26,126.95999908447266,127.38999938964844,126.41999816894531,124.88753509521484,56575900
2021-05-27,126.44000244140625,127.63999938964844,125.08000183105469,123.3418197631836,94625600
2021-05-28,125.56999969482422,125.80000305175781,124.55000305175781,122.68218994140625,71311100
2021-06-01,125.08000183105469,125.3499984741211,123.94000244140625,122.35729217529297,67637100
2021-06-02,124.27999877929688,125.23999786376953,124.05000305175781,123.1252212524414,59278900
2021-06-03,124.68000030517578,124.8499984741211,123.12999725341797,121.62873077392578,76229200
2021-06-04,124.06999969482422,126.16000366210938,123.8499984741211,123.94237518310547,75169300
2021-06-07,126.16999816894531,126.31999969482422,124.83000183105469,123.95222473144531,71057600
2021-06-08,126.5999984741211,128.4600067138672,126.20999908447266,124.77923583984375,74403800
2021-06-09,127.20999908447266,127.75,126.5199966430664,125.16319274902344,56877900
2021-06-10,127.0199966430664,128.19000244140625,125.94000244140625,124.15898132324219,71186400
2021-06-11,126.52999877929688,127.44000244140625,126.0999984741211,125.37979125976562,53522400
2021-06-14,127.81999969482422,130.5399932861328,127.06999969482422,128.46136474609375,96906500
2021-06-15,129.94000244140625,130.60000610351562,129.38999938964844,127.63435363769531,62746300
2021-06-16,130.3699951171875,130.88999938964844,128.4600067138672,128.136474609375,91815000
2021-06-17,129.8000030517578,132.5500030517578,129.64999389648438,129.7510986328125,96721700
2021-06-18,130.7100067138672,131.50999450683594,130.24000549316406,128.4416961669922,108953300
2021-06-21,130.3000030517578,132.41000366210938,129.2100067138672,130.25323486328125,79663300
2021-06-22,132.1300048828125,134.0800018310547,131.6199951171875,131.9072265625,74783600
2021-06-23,133.77000427246094,134.32000732421875,133.22999572753906,131.6315460205078,60214200
2021-06-24,134.4499969482422,134.63999938964844,132.92999267578125,131.34600830078125,68711000
2021-06-25,133.4600067138672,133.88999938964844,132.80999755859375,131.05068969726562,70783700
2021-06-28,133.41000366210938,135.25,133.35000610351562,132.69485473632812,62111300
2021-06-29,134.8000030517578,136.49000549316406,134.35000610351562,134.2208709716797,64556100
2021-06-30,136.1699981689453,137.41000366210938,135.8699951171875,134.84115600585938,63261400
2021-07-01,136.60000610351562,137.3300018310547,135.75999450683594,135.14634704589844,52485800
2021-07-02,137.89999389648438,140.0,137.75,137.79470825195312,78852600
2021-07-06,140.07000732421875,143.14999389648438,140.07000732421875,139.82284545898438,108181800
2021-07-07,143.5399932861328,144.88999938964844,142.66000366210938,142.33340454101562,104911600
2021-07-08,141.5800018310547,144.05999755859375,140.6699981689453,141.0239715576172,105575500
2021-07-09,142.75,145.64999389648438,142.64999389648438,142.8650360107422,99890800
2021-07-12,146.2100067138672,146.32000732421875,144.0,142.2644805908203,76299700
2021-07-13,144.02999877929688,147.4600067138672,143.6300048828125,143.38681030273438,100827100
2021-07-14,148.10000610351562,149.57000732421875,147.67999267578125,146.84254455566406,127050800
2021-07-15,149.24000549316406,150.0,147.08999633789062,146.18289184570312,106820300
2021-07-16,148.4600067138672,149.75999450683594,145.8800048828125,144.125244140625,93251400
2021-07-19,143.75,144.07000732421875,141.6699981689453,140.24618530273438,121434600
2021-07-20,143.4600067138672,147.10000610351562,142.9600067138672,143.88897705078125,96350000
2021-07-21,145.52999877929688,146.1300048828125,144.6300048828125,143.15052795410156,74993500
2021-07-22,145.94000244140625,148.1999969482422,145.80999755859375,144.52886962890625,77338200
2021-07-23,147.5500030517578,148.72000122070312,146.9199981689453,146.26165771484375,71447400
2021-07-26,148.27000427246094,149.8300018310547,147.6999969482422,146.6850128173828,72434100
2021-07-27,149.1199951171875,149.2100067138672,145.5500030517578,144.49935913085938,104818600
2021-07-28,144.80999755859375,146.97000122070312,142.5399932861328,142.737060546875,118931200
2021-07-29,144.69000244140625,146.5500030517578,144.5800018310547,143.38681030273438,56699500
2021-07-30,144.3800048828125,146.3300018310547,144.11000061035156,143.60345458984375,70440600
2021-08-02,146.36000061035156,146.9499969482422,145.25,143.2686767578125,62880000
2021-08-03,145.80999755859375,148.0399932861328,145.17999267578125,145.0802459716797,64786600
2021-08-04,147.27000427246094,147.7899932861328,146.27999877929688,144.6765594482422,56368300
2021-08-05,146.97999572753906,147.83999633789062,146.1699981689453,144.78485107421875,46397700
2021-08-06,146.35000610351562,147.11000061035156,145.6300048828125,144.09466552734375,54126800
2021-08-09,146.1999969482422,146.6999969482422,145.52000427246094,144.0453643798828,48908700
2021-08-10,146.44000244140625,147.7100067138672,145.3000030517578,143.56219482421875,69023100
2021-08-11,146.0500030517578,146.72000122070312,145.52999877929688,143.818603515625,48493500
2021-08-12,146.19000244140625,149.0500030517578,145.83999633789062,146.8061981201172,72282600
2021-08-13,148.97000122070312,149.44000244140625,148.27000427246094,147.01324462890625,59375000
2021-08-16,148.5399932861328,151.19000244140625,146.47000122070312,149.00497436523438,103296000
2021-08-17,150.22999572753906,151.67999267578125,149.08999633789062,148.08798217773438,92229700
2021-08-18,149.8000030517578,150.72000122070312,146.14999389648438,144.31158447265625,86326000
2021-08-19,145.02999877929688,148.0,144.5,144.64682006835938,86960300
2021-08-20,147.44000244140625,148.5,146.77999877929688,146.11599731445312,60549600
2021-08-23,148.30999755859375,150.19000244140625,147.88999938964844,147.61471557617188,60131800
2021-08-24,149.4499969482422,150.86000061035156,149.14999389648438,147.5259552001953,48606400
2021-08-25,149.80999755859375,150.32000732421875,147.8000030517578,146.2835693359375,58991300
2021-08-26,148.35000610351562,149.1199951171875,147.50999450683594,145.47508239746094,48597200
2021-08-27,147.47999572753906,148.75,146.8300018310547,146.52024841308594,55802400
2021-08-30,149.0,153.49000549316406,148.61000061035156,150.97695922851562,90956700
2021-08-31,152.66000366210938,152.8000030517578,151.2899932861328,149.7050323486328,86453100
2021-09-01,152.8300018310547,154.97999572753906,152.33999633789062,150.37548828125,80313700
2021-09-02,153.8699951171875,154.72000122070312,152.39999389648438,151.49957275390625,71115500
2021-09-03,153.75999450683594,154.6300048828125,153.08999633789062,152.14044189453125,57808700
2021-09-07,154.97000122070312,157.25999450683594,154.38999938964844,154.4970245361328,82278300
2021-09-08,156.97999572753906,157.0399932861328,153.97999572753906,152.9391326904297,74420200
2021-09-09,155.49000549316406,156.11000061035156,153.9499969482422,151.91366577148438,57305700
2021-09-10,155.0,155.47999572753906,148.6999969482422,146.88507080078125,140893200
2021-09-13,150.6300048828125,151.4199981689453,148.75,147.4569549560547,102404300
2021-09-14,150.35000610351562,151.07000732421875,146.91000366210938,146.0469512939453,109296300
2021-09-15,148.55999755859375,149.44000244140625,146.3699951171875,146.9442138671875,83281300
2021-09-16,148.44000244140625,148.97000122070312,147.22000122070312,146.70758056640625,68034100
2021-09-17,148.82000732421875,148.82000732421875,145.75999450683594,144.01577758789062,129868800
2021-09-20,143.8000030517578,144.83999633789062,141.27000427246094,140.939453125,123478900
2021-09-21,143.92999267578125,144.60000610351562,142.77999877929688,141.42259216308594,75834000
2021-09-22,144.4499969482422,146.42999267578125,143.6999969482422,143.80874633789062,76404300
2021-09-23,146.64999389648438,147.0800018310547,145.63999938964844,144.7750244140625,64838200
2021-09-24,145.66000366210938,147.47000122070312,145.55999755859375,144.86373901367188,53477900
2021-09-27,145.47000122070312,145.9600067138672,143.82000732421875,143.33543395996094,74150700
2021-09-28,143.25,144.75,141.69000244140625,139.9238739013672,108972300
2021-09-29,142.47000122070312,144.4499969482422,142.02999877929688,140.83102416992188,74602000
2021-09-30,143.66000366210938,144.3800048828125,141.27999877929688,139.5196075439453,89056700
2021-10-01,141.89999389648438,142.9199981689453,139.11000061035156,140.65350341796875,94639600
2021-10-04,141.75999450683594,142.2100067138672,138.27000427246094,137.192626953125,98322000
2021-10-05,139.49000549316406,142.24000549316406,139.36000061035156,139.13507080078125,80861100
2021-10-06,139.47000122070312,142.14999389648438,138.3699951171875,140.01260375976562,83221100
2021-10-07,143.05999755859375,144.22000122070312,142.72000122070312,141.28456115722656,61732700
2021-10-08,144.02999877929688,144.17999267578125,142.55999755859375,140.9000244140625,58773200
2021-10-11,142.27000427246094,144.80999755859375,141.80999755859375,140.81129455566406,64452200
2021-10-12,143.22999572753906,143.25,141.0399932861328,139.5294952392578,73035900
2021-10-13,141.24000549316406,141.39999389648438,139.1999969482422,138.9378662109375,78762700
2021-10-14,142.11000061035156,143.8800048828125,141.50999450683594,141.74798583984375,69907100
2021-10-15,143.77000427246094,144.89999389648438,143.50999450683594,142.8128662109375,67940300
2021-10-18,143.4499969482422,146.83999633789062,143.16000366210938,144.49893188476562,85589200
2021-10-19,147.00999450683594,149.1699981689453,146.5500030517578,146.67800903320312,76378900
2021-10-20,148.6999969482422,149.75,148.1199951171875,147.17100524902344,58418800
2021-10-21,148.80999755859375,149.63999938964844,147.8699951171875,147.38790893554688,61421000
2021-10-22,149.69000244140625,150.17999267578125,148.63999938964844,146.6089630126953,58883400
2021-10-25,148.67999267578125,149.3699951171875,147.6199951171875,146.55966186523438,50720600
2021-10-26,149.3300018310547,150.83999633789062,149.00999450683594,147.2301788330078,60893400
2021-10-27,149.36000061035156,149.72999572753906,148.49000549316406,146.76673889160156,56094900
2021-10-28,149.82000732421875,153.1699981689453,149.72000122070312,150.4346923828125,100077900
2021-10-29,147.22000122070312,149.94000244140625,146.41000366210938,147.70343017578125,124953200
2021-11-01,148.99000549316406,149.6999969482422,147.8000030517578,146.87522888183594,74588300
2021-11-02,148.66000366210938,151.57000732421875,148.64999389648438,147.9203643798828,69122000
2021-11-03,150.38999938964844,151.97000122070312,149.82000732421875,149.36978149414062,54511500
2021-11-04,151.5800018310547,152.42999267578125,150.63999938964844,148.8472137451172,60394600
2021-11-05,151.88999938964844,152.1999969482422,150.05999755859375,149.3804168701172,65463900
2021-11-08,151.41000366210938,151.57000732421875,150.16000366210938,148.5509796142578,55020900
2021-11-09,150.1999969482422,151.42999267578125,150.05999755859375,148.9163360595703,56787900
2021-11-10,150.02000427246094,150.1300048828125,147.85000610351562,146.0626220703125,65187100
2021-11-11,148.9600067138672,149.42999267578125,147.67999267578125,146.01324462890625,41000000
2021-11-12,148.42999267578125,150.39999389648438,147.47999572753906,148.1066131591797,63804000
2021-11-15,150.3699951171875,151.8800048828125,149.42999267578125,148.11651611328125,59222800
2021-11-16,149.94000244140625,151.49000549316406,149.33999633789062,149.1039581298828,59256200
2021-11-17,151.0,155.0,150.99000549316406,151.5626983642578,88807000
2021-11-18,153.7100067138672,158.6699981689453,153.0500030517578,155.8876953125,137827700
2021-11-19,157.64999389648438,161.02000427246094,156.52999877929688,158.53404235839844,117305600
2021-11-22,161.67999267578125,165.6999969482422,161.0,158.99813842773438,117467900
2021-11-23,161.1199951171875,161.8000030517578,159.05999755859375,159.38323974609375,96041900
2021-11-24,160.75,162.13999938964844,159.63999938964844,159.9065704345703,69463600
2021-11-26,159.57000732421875,160.4499969482422,156.36000061035156,154.8409881591797,76959800
2021-11-29,159.3699951171875,161.19000244140625,158.7899932861328,158.22792053222656,88748200
2021-11-30,159.99000549316406,165.52000427246094,159.9199981689453,163.22438049316406,174048100
2021-12-01,167.47999572753906,170.3000030517578,164.52999877929688,162.7010498046875,152052500
2021-12-02,158.74000549316406,164.1999969482422,157.8000030517578,161.70372009277344,136739200
2021-12-03,164.02000427246094,164.9600067138672,159.72000122070312,159.8078155517578,118023100
2021-12-06,164.2899932861328,167.8800048828125,164.27999877929688,163.244140625,107497000
2021-12-07,169.0800018310547,171.5800018310547,168.33999633789062,169.03053283691406,120405400
2021-12-08,172.1300048828125,175.9600067138672,170.6999969482422,172.88157653808594,116998900
2021-12-09,174.91000366210938,176.75,173.9199981689453,172.3680877685547,108923700
2021-12-10,175.2100067138672,179.6300048828125,174.69000244140625,177.19668579101562,115402700
2021-12-13,181.1199951171875,182.1300048828125,175.52999877929688,173.53329467773438,153237000
2021-12-14,175.25,177.74000549316406,172.2100067138672,172.1409912109375,139380400
2021-12-15,175.11000061035156,179.5,172.30999755859375,177.04859924316406,131063300
2021-12-16,179.27999877929688,181.13999938964844,170.75,170.0970001220703,150185800
2021-12-17,169.92999267578125,173.47000122070312,169.69000244140625,168.9910430908203,195432700
2021-12-20,168.27999877929688,170.5800018310547,167.4600067138672,167.61849975585938,107499100
2021-12-21,171.55999755859375,173.1999969482422,169.1199951171875,170.81784057617188,91185900
2021-12-22,173.0399932861328,175.86000061035156,172.14999389648438,173.43455505371094,92135300
2021-12-23,175.85000610351562,176.85000610351562,175.27000427246094,174.06649780273438,68356600
2021-12-27,177.08999633789062,180.4199981689453,177.07000732421875,178.06564331054688,74919600
2021-12-28,180.16000366210938,181.3300018310547,178.52999877929688,177.03872680664062,79144300
2021-12-29,179.3300018310547,180.6300048828125,178.13999938964844,177.12759399414062,62348900
2021-12-30,179.47000122070312,180.57000732421875,178.08999633789062,175.96240234375,59773000
2021-12-31,178.08999633789062,179.22999572753906,177.25999450683594,175.3402862548828,64062300
2022-01-03,177.8300018310547,182.8800048828125,177.7100067138672,179.72454833984375,104487900
2022-01-04,182.6300048828125,182.94000244140625,179.1199951171875,177.44357299804688,99310400
2022-01-05,179.61000061035156,180.1699981689453,174.63999938964844,172.7235870361328,94537600
2022-01-06,172.6999969482422,175.3000030517578,171.63999938964844,169.84024047851562,96904000
2022-01-07,172.88999938964844,174.13999938964844,171.02999877929688,170.0081329345703,86709100
2022-01-10,169.0800018310547,172.5,168.1699981689453,170.02784729003906,106765600
2022-01-11,172.32000732421875,175.17999267578125,170.82000732421875,172.88157653808594,76138300
2022-01-12,176.1199951171875,177.17999267578125,174.82000732421875,173.32594299316406,74805200
2022-01-13,175.77999877929688,176.6199951171875,171.7899932861328,170.02784729003906,84505800
2022-01-14,171.33999633789062,173.77999877929688,171.08999633789062,170.8968505859375,80440800
2022-01-18,171.50999450683594,172.5399932861328,169.41000366210938,167.6678924560547,90956700
2022-01-19,170.0,171.0800018310547,165.94000244140625,164.1427001953125,94815000
2022-01-20,166.97999572753906,169.67999267578125,164.17999267578125,162.4442901611328,91420500
2022-01-21,164.4199981689453,166.3300018310547,162.3000030517578,160.3706817626953,122848900
2022-01-24,160.02000427246094,162.3000030517578,154.6999969482422,159.59060668945312,162294600
2022-01-25,158.97999572753906,162.75999450683594,157.02000427246094,157.77369689941406,115798400
2022-01-26,163.5,164.38999938964844,157.82000732421875,157.684814453125,108275300
2022-01-27,162.4499969482422,163.83999633789062,158.27999877929688,157.22071838378906,121954600
2022-01-28,165.7100067138672,170.35000610351562,162.8000030517578,168.1912078857422,179935700
2022-01-31,170.16000366210938,175.0,169.50999450683594,172.58534240722656,115541600
2022-02-01,174.00999450683594,174.83999633789062,172.30999755859375,172.41749572753906,86213900
2022-02-02,174.75,175.8800048828125,173.3300018310547,173.6320343017578,84914300
2022-02-03,174.47999572753906,176.24000549316406,172.1199951171875,170.7289581298828,89418100
2022-02-04,171.67999267578125,174.10000610351562,170.67999267578125,170.44223022460938,82465400
2022-02-07,172.86000061035156,173.9499969482422,170.9499969482422,169.72048950195312,77251200
2022-02-08,171.72999572753906,175.35000610351562,171.42999267578125,172.8546905517578,74829200
2022-02-09,176.0500030517578,176.64999389648438,174.89999389648438,174.2882843017578,71285000
2022-02-10,174.13999938964844,175.47999572753906,171.5500030517578,170.17527770996094,90865900
2022-02-11,172.3300018310547,173.0800018310547,168.0399932861328,166.73460388183594,98670700
2022-02-14,167.3699951171875,169.5800018310547,166.55999755859375,166.97190856933594,86185500
2022-02-15,170.97000122070312,172.9499969482422,170.25,170.83770751953125,62527400
2022-02-16,171.85000610351562,173.33999633789062,170.0500030517578,170.6004180908203,61177400
2022-02-17,171.02999877929688,171.91000366210938,168.47000122070312,166.97190856933594,69589300
2022-02-18,169.82000732421875,170.5399932861328,166.19000244140625,165.4097442626953,82772700
2022-02-22,164.97999572753906,166.69000244140625,162.14999389648438,162.46343994140625,91162800
2022-02-23,165.5399932861328,166.14999389648438,159.75,158.26144409179688,90009200
2022-02-24,152.5800018310547,162.85000610351562,152.0,160.90127563476562,141147500
2022-02-25,163.83999633789062,165.1199951171875,160.8699951171875,162.98744201660156,91974200
2022-02-28,163.05999755859375,165.4199981689453,162.42999267578125,163.25437927246094,95056600
2022-03-01,164.6999969482422,166.60000610351562,161.97000122070312,161.35604858398438,83474400
2022-03-02,164.38999938964844,167.36000061035156,162.9499969482422,164.6781005859375,79724800
2022-03-03,168.47000122070312,168.91000366210938,165.5500030517578,164.35183715820312,76678400
2022-03-04,164.49000549316406,165.5500030517578,162.10000610351562,161.32640075683594,83737200
2022-03-07,163.36000061035156,165.02000427246094,159.0399932861328,157.50010681152344,96418800
2022-03-08,158.82000732421875,162.8800048828125,155.8000030517578,155.66116333007812,131148300
2022-03-09,161.47999572753906,163.41000366210938,159.41000366210938,161.10887145996094,91454900
2022-03-10,160.1999969482422,160.38999938964844,155.97999572753906,156.7289581298828,105342000
2022-03-11,158.92999267578125,159.27999877929688,154.5,152.9817657470703,96970100
2022-03-14,151.4499969482422,154.1199951171875,150.10000610351562,148.91819763183594,108732100
2022-03-15,150.89999389648438,155.57000732421875,150.3800048828125,153.33767700195312,92964300
2022-03-16,157.0500030517578,160.0,154.4600067138672,157.78684997558594,102300200
2022-03-17,158.61000061035156,161.0,157.6300048828125,158.80520629882812,75615400
2022-03-18,160.50999450683594,164.47999572753906,159.75999450683594,162.1272430419922,123511700
2022-03-21,163.50999450683594,166.35000610351562,163.00999450683594,163.51144409179688,95811400
2022-03-22,165.50999450683594,169.4199981689453,164.91000366210938,166.91256713867188,81532000
2022-03-23,167.99000549316406,172.63999938964844,167.64999389648438,168.286865234375,98062700
2022-03-24,171.05999755859375,174.13999938964844,170.2100067138672,172.10324096679688,90131400
2022-03-25,173.8800048828125,175.27999877929688,172.75,172.7459259033203,80546200
2022-03-28,172.1699981689453,175.72999572753906,172.0,173.61595153808594,90371900
2022-03-29,176.69000244140625,179.00999450683594,176.33999633789062,176.93801879882812,100589400
2022-03-30,178.5500030517578,179.61000061035156,176.6999969482422,175.76144409179688,92633200
2022-03-31,177.83999633789062,178.02999877929688,174.39999389648438,172.6371612548828,103049300
2022-04-01,174.02999877929688,174.8800048828125,171.94000244140625,172.3405303955078,78751300
2022-04-04,174.57000732421875,178.49000549316406,174.44000244140625,176.42388916015625,76468400
2022-04-05,177.5,178.3000030517578,174.4199981689453,173.0820770263672,73401800
2022-04-06,172.36000061035156,173.6300048828125,170.1300048828125,169.88856506347656,89058800
2022-04-07,171.16000366210938,173.36000061035156,169.85000610351562,170.195068359375,77594700
2022-04-08,171.77999877929688,171.77999877929688,169.1999969482422,168.168212890625,76575500
2022-04-11,168.7100067138672,169.02999877929688,165.5,163.87725830078125,72246700
2022-04-12,168.02000427246094,169.8699951171875,166.63999938964844,165.7656707763672,79265200
2022-04-13,167.38999938964844,171.0399932861328,166.77000427246094,168.47471618652344,70618900
2022-04-14,170.6199951171875,171.27000427246094,165.0399932861328,163.4224395751953,75329400
2022-04-18,163.9199981689453,166.60000610351562,163.57000732421875,163.20494079589844,69023900
2022-04-19,165.02000427246094,167.82000732421875,163.91000366210938,165.50860595703125,67723800
2022-04-20,168.75999450683594,168.8800048828125,166.10000610351562,165.34054565429688,67929800
2022-04-21,168.91000366210938,171.52999877929688,165.91000366210938,164.53970336914062,87227800
2022-04-22,166.4600067138672,167.8699951171875,161.5,159.96200561523438,84882400
2022-04-25,161.1199951171875,163.1699981689453,158.4600067138672,161.03968811035156,96046400
2022-04-26,162.25,162.33999633789062,156.72000122070312,155.02838134765625,95623200
2022-04-27,155.91000366210938,159.7899932861328,155.3800048828125,154.80099487304688,88063200
2022-04-28,159.25,164.52000427246094,158.92999267578125,161.79110717773438,130216800
2022-04-29,161.83999633789062,166.1999969482422,157.25,155.86875915527344,131747600
2022-05-02,156.7100067138672,158.22999572753906,153.27000427246094,156.17527770996094,123055300
2022-05-03,158.14999389648438,160.7100067138672,156.32000732421875,157.67808532714844,88966500
2022-05-04,159.6699981689453,166.47999572753906,159.25999450683594,164.1442108154297,108256500
2022-05-05,163.85000610351562,164.0800018310547,154.9499969482422,154.99871826171875,130525300
2022-05-06,156.00999450683594,159.44000244140625,154.17999267578125,155.73143005371094,116124600
2022-05-09,154.92999267578125,155.8300018310547,151.49000549316406,150.56283569335938,131577900
2022-05-10,155.52000427246094,156.74000549316406,152.92999267578125,152.9886932373047,115366700
2022-05-11,153.5,155.4499969482422,145.80999755859375,145.05758666992188,142689800
2022-05-12,142.77000427246094,146.1999969482422,138.8000030517578,141.15635681152344,182602000
2022-05-13,144.58999633789062,148.10000610351562,143.11000061035156,145.6615447998047,113990900
2022-05-16,145.5500030517578,147.52000427246094,144.17999267578125,144.1070098876953,86643800
2022-05-17,148.86000061035156,149.77000427246094,146.67999267578125,147.7705841064453,78336300
2022-05-18,146.85000610351562,147.36000061035156,139.89999389648438,139.43350219726562,109742900
2022-05-19,139.8800048828125,141.66000366210938,136.60000610351562,135.9976806640625,136095600
2022-05-20,139.08999633789062,140.6999969482422,132.61000061035156,136.2353057861328,137426100
2022-05-23,137.7899932861328,143.25999450683594,137.64999389648438,141.7009735107422,117726300
2022-05-24,140.80999755859375,141.97000122070312,137.3300018310547,138.97802734375,104132700
2022-05-25,138.42999267578125,141.7899932861328,138.33999633789062,139.136474609375,92482700
2022-05-26,137.38999938964844,144.33999633789062,137.13999938964844,142.36434936523438,90601500
2022-05-27,145.38999938964844,149.67999267578125,145.25999450683594,148.1666259765625,90978500
2022-05-31,149.07000732421875,150.66000366210938,146.83999633789062,147.37452697753906,103718400
2022-06-01,149.89999389648438,151.74000549316406,147.67999267578125,147.24581909179688,74286600
2022-06-02,147.8300018310547,151.27000427246094,146.86000061035156,149.72120666503906,72348100
2022-06-03,146.89999389648438,147.97000122070312,144.4600067138672,143.94859313964844,88570300
2022-06-06,147.02999877929688,148.57000732421875,144.89999389648438,144.70111083984375,71598400
2022-06-07,144.35000610351562,149.0,144.10000610351562,147.24581909179688,67808200
2022-06-08,148.5800018310547,149.8699951171875,147.4600067138672,146.50320434570312,53950200
2022-06-09,147.0800018310547,147.9499969482422,142.52999877929688,141.235595703125,69473000
2022-06-10,140.27999877929688,140.75999450683594,137.05999755859375,135.7798309326172,91437900
2022-06-13,132.8699951171875,135.1999969482422,131.44000244140625,130.58151245117188,122207100
2022-06-14,133.1300048828125,133.88999938964844,131.47999572753906,131.45286560058594,84784300
2022-06-15,134.2899932861328,137.33999633789062,132.16000366210938,134.0965576171875,91533000
2022-06-16,132.0800018310547,132.38999938964844,129.0399932861328,128.7794189453125,108123900
2022-06-17,130.07000732421875,133.0800018310547,129.80999755859375,130.26467895507812,134520300
2022-06-21,133.4199981689453,137.05999755859375,133.32000732421875,134.5322265625,81000500
2022-06-22,134.7899932861328,137.75999450683594,133.91000366210938,134.01736450195312,73409200
2022-06-23,136.82000732421875,138.58999633789062,135.6300048828125,136.90858459472656,72433800
2022-06-24,139.89999389648438,141.91000366210938,139.77000427246094,140.26522827148438,89116800
2022-06-27,142.6999969482422,143.49000549316406,140.97000122070312,140.26522827148438,70207900
2022-06-28,142.1300048828125,143.4199981689453,137.32000732421875,136.08677673339844,67083400
2022-06-29,137.4600067138672,140.6699981689453,136.6699981689453,137.85916137695312,66242400
2022-06-30,137.25,138.3699951171875,133.77000427246094,135.37387084960938,98964500
2022-07-01,136.0399932861328,139.0399932861328,135.66000366210938,137.5620880126953,71051600
2022-07-05,137.77000427246094,141.61000061035156,136.92999267578125,140.16619873046875,73353800
2022-07-06,141.35000610351562,144.1199951171875,141.0800018310547,141.5128173828125,74064300
2022-07-07,143.2899932861328,146.5500030517578,143.27999877929688,144.90907287597656,66253700
2022-07-08,145.25999450683594,147.5500030517578,145.0,145.59222412109375,64547800
2022-07-11,145.6699981689453,146.63999938964844,143.77999877929688,143.44361877441406,63141600
2022-07-12,145.75999450683594,148.4499969482422,145.0500030517578,144.42385864257812,77588800
2022-07-13,142.99000549316406,146.4499969482422,142.1199951171875,144.05751037597656,71185600
2022-07-14,144.0800018310547,148.9499969482422,143.25,147.0081787109375,78140700
2022-07-15,149.77999877929688,150.86000061035156,148.1999969482422,148.69142150878906,76259900
2022-07-18,150.74000549316406,151.57000732421875,146.6999969482422,145.62197875976562,81420900
2022-07-19,147.9199981689453,151.22999572753906,146.91000366210938,149.5132598876953,82982400
2022-07-20,151.1199951171875,153.72000122070312,150.3699951171875,151.53317260742188,64823400
2022-07-21,154.5,155.57000732421875,151.94000244140625,153.82041931152344,65086600
2022-07-22,155.38999938964844,156.27999877929688,153.41000366210938,152.57284545898438,66675400
2022-07-25,154.00999450683594,155.0399932861328,152.27999877929688,151.44407653808594,53623900
2022-07-26,152.25999450683594,153.08999633789062,150.8000030517578,150.1073455810547,55138700
2022-07-27,152.5800018310547,157.3300018310547,152.16000366210938,155.2462615966797,78620700
2022-07-28,156.97999572753906,157.63999938964844,154.41000366210938,155.8007354736328,81378700
2022-07-29,161.24000549316406,163.6300048828125,159.5,160.90994262695312,101786900
2022-08-01,161.00999450683594,163.58999633789062,160.88999938964844,159.91978454589844,67829400
2022-08-02,160.10000610351562,162.41000366210938,159.6300048828125,158.4345245361328,59907000
2022-08-03,160.83999633789062,166.58999633789062,160.75,164.49429321289062,82507500
2022-08-04,166.00999450683594,167.19000244140625,164.42999267578125,164.1774444580078,55474100
2022-08-05,163.2100067138672,165.85000610351562,163.0,163.94940185546875,56697000
2022-08-08,166.3699951171875,167.80999755859375,164.1999969482422,163.47344970703125,60276900
2022-08-09,164.02000427246094,165.82000732421875,163.25,163.52301025390625,63135500
2022-08-10,167.67999267578125,169.33999633789062,166.89999389648438,167.8064422607422,70170500
2022-08-11,170.05999755859375,170.99000549316406,168.19000244140625,167.0627899169922,57149200
2022-08-12,169.82000732421875,172.1699981689453,169.39999389648438,170.6422119140625,68039400
2022-08-15,171.52000427246094,173.38999938964844,171.35000610351562,171.72299194335938,54091700
2022-08-16,172.77999877929688,173.7100067138672,171.66000366210938,171.5643310546875,56377100
2022-08-17,172.77000427246094,176.14999389648438,172.57000732421875,173.07144165039062,79542000
2022-08-18,173.75,174.89999389648438,173.1199951171875,172.6748504638672,62290100
2022-08-19,173.02999877929688,173.74000549316406,171.30999755859375,170.067138671875,70346300
2022-08-22,169.69000244140625,169.86000061035156,167.13999938964844,166.15060424804688,69026800
